번호,RMS ID,현장명,대수,전화번호,비고,,횟수,,시작시간,종료시간
4, 19-003360, 개포동1203-2.3근생(까사데리아), , 012-2055-2429, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003360_2005.001, 1, , 0626 165719, 0626 165835
5, 14-136911, 청담동57-12주택(더청담에이치), , 012-2056-2429, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-136911_2005.001, 1, , 0626 165836, 0626 165946
11, 16-000895, 석촌동범양빌딩, , 012-2082-2460, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000895_2005.001, 1, , 0626 170443, 0626 170556
12, 19-002382, 석촌동58-27, , 012-2086-2073, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002382_2005.001, 1, , 0626 170556, 0626 170713
13, 19-001678, 개포동1208, , 012-2097-1187, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001678_2005.001, 1, , 0626 170713, 0626 170832
15, 16-004051, 석촌동230-4, , 012-2046-1391, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004051(19-001986)_2005.001, 1, , 0626 170921, 0626 171030
16, 16-002116, 삼성동34-12공동주택, , 012-2082-2338, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-002116_2005.001, 1, , 0626 171030, 0626 171312
17, 19-001728, 대치동916-31, , 012-2098-9344, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001728_2005.001, 1, , 0626 171312, 0626 171430
18, 19-000134, 양재동359-6빌라, , 012-2048-6693, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000134_2005.001, 1, , 0626 171430, 0626 171547
19, 19-003413, 양재동371-8신축, , 012-2069-3701, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003413(16-004154)_2005.001, 1, , 0626 171547, 0626 171706
20, 19-003362, 양재그린빌(102.103동)(반트하임), , 012-2425-1737, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003362_2005.001, 1, , 0626 171707, 0626 171825
23, 17-000829, 대치동899-2, , 012-2085-2810, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000829_2005.001, 1, , 0626 172052, 0626 172208
27, 17-004736, 삼성동9-5, , 012-2438-1139, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004736_2005.001, 1, , 0626 172434, 0626 172546
28, 19-002327, 잠실동 남광빌딩, , 012-2004-5976, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002327_2005.001, 1, , 0626 172547, 0626 172703
30, 14-086711, 낙성대동1618-9.10근생(아이빌 ), , 012-2015-7708, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-086711_2005.001, 1, , 0626 172751, 0626 172904
33, 15-000587, 사당동437-18.17다세대.퍼스트프리미엄, , 012-2058-8431, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000587_2005.001, 1, , 0626 173041, 0626 173158
41, 16-001231, 방배동902-31다세대(방배아이리스), , 012-2426-0800, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001231_2005.001, 1, , 0626 173738, 0626 173857
49, 17-000504, 서초동1510-5근린생활, , 012-2098-5952, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000504_2005.001, 1, , 0626 174437, 0626 174551
55, 17-001501, 서초동1564-15신축, , 012-2058-5818, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001501_2005.001, 1, , 0626 174954, 0626 175059
67, 19-001115, 서초동1581-5.6, , 012-2007-2080, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001115_2005.001, 1, , 0626 175953, 0626 180109
69, 18-004394, 사당동279-19주택, , 012-2016-6085, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004394_2005.001, 1, , 0626 180158, 0626 180314
72, 19-001014, 샤르망8차, , 01220163055, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001014_2005.001, 1, , 0626 180451, 0626 180607
73, 15-001190, 모닝프라자2, , 012-2041-0731, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001190_2005.001, 1, , 0626 180608, 0626 180728
74, 15-001963, 사랑간호데이케어센터(노유자시설), , 012-2084-2736, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001963_2005.001, 1, , 0626 180729, 0626 181637
75, 15-002163, BI힐스지하주차장, , 012-2069-1108, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002163_2005.001, 1, , 0626 181637, 0626 181755
80, 18-001206, 타임스퀘어, , 012-2448-1297, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001206(19-001510)_2005.001, 1, , 0626 182110, 0626 182229
83, 18-004102, 개운동317근생, , 012-2477-2146, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004102_2005.001, 1, , 0626 182405, 0626 182513
84, 18-004110, 단구동148-7, , 012-2040-3677, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004110_2005.001, 1, , 0626 182513, 0626 182625
88, 19-000213, 개운동39, , 01220434564, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000213_2005.001, 1, , 0626 182851, 0626 183010
93, 14-076521, 도곡리카라타워, , 012-2014-6128, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-076521_2005.001, 1, , 0626 183418, 0626 183626
94, 14-076521, 도곡리카라타워, , 012-2014-6128, OK - 다운로드 파일 존재, 14-076521_2005.001, , , 0626 183627, 0626 183627
95, 14-055132, 메디키네틱스(주)(구.ANC(에이앤씨)바이오), , 012-2014-4962, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-055132_2005.001, 1, , 0626 183627, 0626 183744
96, 15-002276, 고렴리616-3(행복마을), , 012-2086-0283, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002276_2005.001, 1, , 0626 183744, 0626 183859
97, 17-004832, 만호리690-3다세대주택, , 012-2430-0294, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004832_2005.001, 1, , 0626 183900, 0626 184016
98, 18-002351, 신리102-26다가구, , 012-2476-0294, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-002351_2005.001, 1, , 0626 184016, 0626 184133
103, 16-004037, 망원동439-7[목련센터빌], , 012-2099-7023, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004037_2005.001, 1, , 0626 184551, 0626 184709
104, 16-004126, 적선동하늘빌딩, , 012-2072-0198, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004126_2005.001, 1, , 0626 184710, 0626 184823
105, 19-001086, 노고산동49-39근생시설(마엘빌딩)[노고산동, , 012-2404-5372, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001086_2005.001, 1, , 0626 184823, 0626 184943
106, 17-001667, 청파동미래스위트하우스, , 012-2439-0852, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001667_2005.001, 1, , 0626 184944, 0626 185101
109, 17-003399, 서울매동초등학교, , 012-2055-3122, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003399_2005.001, 1, , 0626 185200, 0626 185309
113, 18-001040, 상수동엘케이빌딩, , 012-2477-2001, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001040_2005.001, 1, , 0626 185536, 0626 185655
116, 19-000620, 연희동295-1공동주택, , 012-2053-5342, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000620_2005.001, 1, , 0626 185754, 0626 185901
118, 19-001984, 애플마트, , 012-2019-9014, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001984_2005.001, 1, , 0626 185950, 0626 190051
119, 14-103511, 우이블루빌(수유동562-6), , 012-2015-9015, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-103511_2005.001, 1, , 0626 190052, 0626 190158
120, 14-103611, 호원동226-257삼익캐슬(203동), , 012-2016-9015, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-103611_2005.001, 1, , 0626 190159, 0626 190311
121, 14-103711, 호원동226-257삼익캐슬(204동), , 012-2018-9015, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-103711_2005.001, 1, , 0626 190312, 0626 190421
122, 14-113811, 호원동226-249삼익캐슬(205동), , 012-2056-0809, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-113811_2005.001, 1, , 0626 190421, 0626 190529
124, 14-122911, 수유동391-41주택시설(에코빌벨라), , 012-2052-1706, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-122911_2005.001, 1, , 0626 190714, 0626 190820
125, 14-122811, 중계동영복교회, , 012-2059-1705, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-122811_2005.001, 1, , 0626 190821, 0626 190928
129, 15-002427, 창동우성하우스빌, , 012-2068-1991, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002427_2005.001, 1, , 0626 191116, 0626 191235
135, 16-001757, 민락2지구단4-120(스윗뷰), , 012-2083-0332, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001757_2005.001, 1, , 0626 191636, 0626 191743
146, 17-002013, 창동582-10(한신빌라트A동), , 012-2424-1401, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002013(18-001940)_2005.001, 1, , 0626 192546, 0626 192701
149, 17-001521, 창동521-12(제일그린빌), , 012-2098-5653, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001521_2005.001, 1, , 0626 192838, 0626 192944
150, 19-003397, 상계동401-13외2필지, , 012-2405-3515, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003397_2005.001, 1, , 0626 192945, 0626 193054
151, 17-004067, 창동497-70도시형주택, , 012-2427-5699, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004067_2005.001, 1, , 0626 193055, 0626 193204
154, 18-000781, SEOULPARK HOTEL신축공사(서울파크호텔)(더, , 012-2432-4013, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000781_2005.001, 1, , 0626 193342, 0626 193453
156, 18-000810, 뉴욕뉴욕프라자, , 012-2056-6838, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000810_2005.001, 1, , 0626 193542, 0626 193737
157, 19-003393, 쌍문동495-11(마운틴뷰)(쌍문동495-36), , 01224593037, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003393_2005.001, 1, , 0626 193737, 0626 193845
168, 19-000716, SG블루빌(쌍문동713-22.23), , 012-2010-0395, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000716_2005.001, 1, , 0626 194653, 0626 194803
172, 19-002080, 신곡동 메이플빌라트 3차, , 012-2016-6690, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002080_2005.001, 1, , 0626 194950, 0626 195103
176, 20-000435, 쌍문동137-8.9, , 012-2089-7680, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-000435_2005.001, 1, , 0626 195329, 0626 195446
177, 20-200437, 쌍문동137-134.135, , 012-2042-0461, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-200437_2005.001, 1, , 0626 195446, 0626 195555
180, 14-104311, 화곡동근생및주택(예가체2), , 012-2017-9016, OK - 다운로드 성공 - 대수 불일치 : 5, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-104311_2005.001, 1, , 0626 195732, 0626 200439
181, 14-087711, 신정동타임빌리지, , 012-2011-7710, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-087711(14-095411)_2005.001, 1, , 0626 200440, 0626 200556
182, 14-142131, 신월동미즈팰리스(미주), , 012-2070-1151, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-142131_2005.001, 1, , 0626 200556, 0626 200700
183, 15-001115, 목동이가채, , 012-2041-0723, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001115_2005.001, 1, , 0626 200700, 0626 200807
191, 16-001319, 화곡동993-9주택(미가채 다동), , 012-2040-0941, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001319_2005.001, 1, , 0626 201446, 0626 201551
192, 16-001320, 화곡동993-9(미가채), , 012-2040-0940, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001320_2005.001, 1, , 0626 201552, 0626 201709
198, 17-001718, 양평동밀레니엄, , 012-2045-0020, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001718_2005.001, 1, , 0626 202112, 0626 202229
199, 17-001888, 목동프라임, , 012-2403-1231, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001888(19-000038)_2005.001, 1, , 0626 202230, 0626 202341
202, 17-000541, 화곡동리더스타운, , 012-2046-1357, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000541_2005.001, 1, , 0626 202519, 0626 202639
203, 17-003251, 목동디에이치(DH)프라임, , 012-2078-6294, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003251_2005.001, 1, , 0626 202640, 0626 202755
207, 17-003440, 화곡동더라온, , 012-2428-6152, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003440(17-004729)_2005.001, 1, , 0626 203126, 0626 203243
208, 17-004019, 신정동토브빌, , 012-2015-2465, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004019_2005.001, 1, , 0626 203243, 0626 203406
210, 17-004393, 공항신성빌딩신축, , 012-2048-6639, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004393_2005.001, 1, , 0626 203455, 0626 203610
211, 17-004902, 등촌동엠타운(M타운), , 012-2438-1223, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004902_2005.001, 1, , 0626 203611, 0626 203728
214, 18-000112, 화곡동인터빙하우스, , 012-2459-3036, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000112_2005.001, 1, , 0626 203905, 0626 204018
218, 18-003833, 목동선호빌, , 012-2452-9509, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003833_2005.001, 1, , 0626 204230, 0626 204340
220, 19-000044, 양평동3가56-2가동, , 012-2005-7983, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000044_2005.001, 1, , 0626 204524, 0626 204644
221, 19-000741, 당산동6가280-5, , 012-2014-5482, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000741_2005.001, 1, , 0626 204645, 0626 204758
223, 19-001941, 당산동4가73-13, , 012-2056-0306, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001941_2005.001, 1, , 0626 204847, 0626 205005
224, 19-002331, 랑데르2, , 012-2048-6793, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002331_2005.001, 1, , 0626 205005, 0626 205110
226, 14-043422, 작전동서보한마음빌딩[식별번호:2-27], , 012-2015-4198, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-043422(14-043421)_2005.001, 1, , 0626 205159, 0626 205312
227, 14-105211, 도당동29-11(베스트빌), , 012-2017-9017, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-105211_2005.001, 1, , 0626 205313, 0626 205416
231, 14-131511, 재성기업사신축공사[식별번호:6-48], , 012-2056-2420, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-131511_2005.001, 1, , 0626 205642, 0626 205756
233, 15-002324, 중동디클래스[식별번호:5-44], , 012-2089-2836, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002324_2005.001, 1, , 0626 205845, 0626 205959
234, 15-001735, 괴안동165-16신축공사, , 012-2043-1583, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001735_2005.001, 1, , 0626 210000, 0626 210116
235, 15-002495, 역곡동66-11(우석W빌)[식별번호:8-54], , 012-2089-2850, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002495_2005.001, 1, , 0626 210116, 0626 210220
236, 15-001785, 삼정동삼성주택(퍼스트빌), , 012-2089-2821, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001785_2005.001, 1, , 0626 210221, 0626 210337
238, 15-002323, 삼정동삼성주택C동, , 012-2043-1585, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002323_2005.001, 1, , 0626 210426, 0626 210540
239, 15-002167, 누리아트빌고강동308-12.13, , 012-2089-2824, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002167_2005.001, 1, , 0626 210541, 0626 210652
